,Primary Key,Ancient Toponym,Modern Toponym,Province,Country,Barrington Atlas Rank,Barrington Atlas Reference,Start Date,End Date,Select Bibliography,Area,Estimate Basis,Civic Status,Structure,num_of_structures,geometry,ID,level_0,Unnamed: 0_y,index,pop_sample,pop_est,pop_diff,western_province,inscr_N,occups_list,occups_N,occups_unique_N,inscr_N_post235,occups_N_post235,ratio_post235,city_province,occups_cats_list,occups_cats_unique_N,occups_cats_vec,shares_vec,ZI,largest_cat,ZI_cat,shares_weighted_vec,RZI,RZI_cat,DI
757,Hanson2016_758,Capua,S. Maria di Capua Vetere,Italia (I Latium and Campania),Italy,2,44 F3,-550,,Beloch 1880; Beloch 1886; Benario 1981; Bispham 2007; BNP; Cornell and Mathews 1982; de Ligt 2012; DGRG; Golvin 1988; McEvedy 2011; Nelis-Clément and Roddaz 2008; PECS; Quinn and Wilson 2013; Salmon 1969; Salmon 1969; Sear 2006; Wilson 2011; Woloch 1983.,184.0,Urban grid,"['Colonia', 'Colonia', 'Colonia', 'Colonia', 'Colonia', 'Colonia', 'Colonia', 'Colonia', 'Municipium', 'Provincial capital', 'Rights and privileges']","['Amphitheatre', 'Amphitheatre', 'Aqueduct', 'Arch', 'Baths', 'Capitolium', 'Circus', 'Comitium', 'Curia', 'Forum', 'Macellum', 'Mithraeum', 'Sanctuary', 'Sanctuary of Diana Tifatina', 'Theatre', 'Urban grid', 'Walls']",17,POINT (14.256289 41.081428),758,,,,,44416.0,,True,1304.0,"['curator', 'curator', 'curator', 'faber', 'medicus', 'aerarius', 'curator', 'curator', 'architectus', 'sagarius', 'curator', 'curator', 'curator', 'mercator', 'lintio', 'vestiarius', 'pistor', 'gladiarius', 'lanius', 'faber', 'cocus', 'faber', 'faber', 'navigator', 'redemptor', 'faber', 'curator', 'curator', 'faber', 'argentarius', 'scriba', 'faber', 'curator', 'arcarius', 'arcarius', 'arcarius', 'arcarius', 'negotians', 'pomarius', 'faber intestinarius', 'vestiarius', 'vestiarius', 'medicus', 'vestiarius', 'materiarius', 'unguentarius', 'lanternarius', 'scutarius', 'purpurarius', 'unguentarius', 'aurificus', 'nummularius', 'aurificus', 'unguentarius', 'sandaliarius', 'unguentarius', 'gladiarius', 'cultrarius', 'cultrarius', 'plostrarius', 'porcinarius', 'vascularius', 'scriba', 'curator', 'centonarius', 'lanarius', 'medicus']",67.0,35.0,129.0,7.0,0.09892638036809816,Capua (Italia (I Latium and Campania)),"['Managerial', 'Managerial', 'Managerial', 'Unclassified', 'Miscellaneous Services', 'Metal-Working', 'Managerial', 'Managerial', 'Building', 'Retail', 'Managerial', 'Managerial', 'Managerial', 'Retail', 'Clothing', 'Retail', 'Food-Production', 'Metal-Working', 'Food-Production', 'Unclassified', 'Food-Production', 'Unclassified', 'Unclassified', 'Transport', 'Food-Production', 'Unclassified', 'Managerial', 'Managerial', 'Unclassified', 'Metal-Working', 'Education', 'Unclassified', 'Managerial', 'Finance', 'Finance', 'Finance', 'Finance', 'Retail', 'Food-Retail', 'Building', 'Retail', 'Retail', 'Miscellaneous Services', 'Retail', 'Building', 'Miscellaneous Services', 'Household Goods', 'Miscellaneous Services', 'Clothing', 'Miscellaneous Services', 'Metal-Working', 'Finance', 'Metal-Working', 'Miscellaneous Services', 'Clothing', 'Miscellaneous Services', 'Metal-Working', 'Metal-Working', 'Metal-Working', 'Transport', 'Food-Production', 'Metal-Working', 'Education', 'Managerial', 'Clothing', 'Clothing', 'Miscellaneous Services']",13,[ 5  7  9  0  0  1  2  0  2  0  1 12  5  0  0  7  5  3  8],"[0.07462687 0.10447761 0.13432836 0.         0.         0.01492537
 0.02985075 0.         0.02985075 0.         0.01492537 0.17910448
 0.07462687 0.         0.         0.10447761 0.07462687 0.04477612
 0.11940299]",0.1791044776119403,12,Managerial,"[1.33049954 1.288712   1.40504763 0.         0.         0.74412369
 0.80432788 0.         0.61825202 0.         1.41214383 0.85359123
 1.22552916 0.         0.         1.25523896 3.72061846 0.59840445
 0.89805714]",3.7206184645634104,Finance,9.332640332640334
759,Hanson2016_760,Casinum,Cassino,Italia (I Latium and Campania),Italy,2,44 E3,-400,,Beloch 1880; Bispham 2007; BNP; de Ligt 2012; Golvin 1988; PECS; Sear 2006.,10.0,Inhabited area,"['Colonia', 'Municipium', 'Rights and privileges']","['Acropolis', 'Amphitheatre', 'Aqueduct', 'Baths', 'Forum', 'Temple', 'Temple of Jupiter', 'Theatre', 'Walls']",9,POINT (13.822167 41.48279),760,,,,,1000.0,,True,284.0,"['curator', 'curator', 'aerarius', 'curator', 'medicus', 'purpurarius', 'mercator', 'aerarius', 'curator', 'aeneator', 'curator', 'faber', 'faber', 'curator', 'faber', 'curator', 'curator', 'cocus', 'curator', 'curator', 'caplator', 'unguentarius', 'architectus', 'arcarius']",24.0,12.0,6.0,4.0,0.02112676056338028,Casinum (Italia (I Latium and Campania)),"['Managerial', 'Managerial', 'Metal-Working', 'Managerial', 'Miscellaneous Services', 'Clothing', 'Retail', 'Metal-Working', 'Managerial', 'Performing Arts', 'Managerial', 'Unclassified', 'Unclassified', 'Managerial', 'Unclassified', 'Managerial', 'Managerial', 'Food-Production', 'Managerial', 'Managerial', 'Transport', 'Miscellaneous Services', 'Building', 'Finance']",11,[ 1  1  2  0  0  0  1  0  0  0  0 10  1  0  1  3  1  1  2],"[0.04166667 0.04166667 0.08333333 0.         0.         0.
 0.04166667 0.         0.         0.         0.         0.41666667
 0.04166667 0.         0.04166667 0.125      0.04166667 0.04166667
 0.08333333]",0.4166666666666667,10,Managerial,"[0.74286224 0.51395062 0.87164992 0.         0.         0.
 1.12270766 0.         0.         0.         0.         1.98578516
 0.68425378 0.         0.92020336 1.50180375 2.07734531 0.55684858
 0.62676905]",2.0773453093812377,Finance,4.645161290322581
760,Hanson2016_761,Castrimoenium,Marino,Italia (I Latium and Campania),Italy,4 or 5,43 C2,-82,,Beloch 1880; Bispham 2007; de Ligt 2012; DGRG; PECS.,,,"['Colonia', 'Municipium']",['Walls'],1,POINT (12.666646 41.766575),761,,,,,1000.0,,True,480.0,"['faber', 'dendrophorus', 'curator', 'curator', 'curator', 'curator', 'lanarius', 'parasitus', 'scaenicus', 'curator', 'curator', 'mimus', 'curator', 'faber', 'curator', 'curator', 'arcarius', 'purpurarius', 'faber', 'curator']",20.0,9.0,6.0,0.0,0.0125,Castrimoenium (Italia (I Latium and Campania)),"['Unclassified', 'Building', 'Managerial', 'Managerial', 'Managerial', 'Managerial', 'Clothing', 'Performing Arts', 'Performing Arts', 'Managerial', 'Managerial', 'Performing Arts', 'Managerial', 'Unclassified', 'Managerial', 'Managerial', 'Finance', 'Clothing', 'Unclassified', 'Managerial']",6,[ 0  0  0  0  0  0  0  0  0  0  0 10  2  0  3  3  1  1  0],"[0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.5  0.1  0.
 0.15 0.15 0.05 0.05 0.  ]",0.5,10,Managerial,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         2.38294219
 1.64220907 0.         3.3127321  1.8021645  2.49281437 0.6682183
 0.        ]",3.3127320954907162,Performing Arts,3.2258064516129026
762,Hanson2016_763,Cereatae,Casamari,Italia (I Latium and Campania),Italy,3,44 E2,-400,,Beloch 1880; Bispham 2007; de Ligt 2012.,,,['Municipium'],"['Aqueduct', 'Bridge', 'Walls']",3,POINT (13.487 41.671),763,,,,,1000.0,,True,75.0,"['faber tignuarius', 'negotians', 'vinarius', 'possessor', 'susceptor', 'vestiarius']",6.0,6.0,3.0,2.0,0.04,Cereatae (Italia (I Latium and Campania)),"['Building', 'Retail', 'Food-Retail', 'Managerial', 'Miscellaneous Services', 'Retail']",5,[0 2 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1],"[0.         0.33333333 0.         0.         0.         0.
 0.         0.         0.         0.         0.16666667 0.16666667
 0.         0.         0.         0.         0.         0.16666667
 0.16666667]",0.3333333333333333,2,Retail,"[ 0.          4.11160494  0.          0.          0.          0.
  0.          0.          0.          0.         15.76893939  0.79431406
  0.          0.          0.          0.          0.          2.22739433
  1.25353809]",15.768939393939393,Food-Retail,4.499999999999999
765,Hanson2016_766,Cora,Cori a Valle,Italia (I Latium and Campania),Italy,3,43 D3,-600,,Beloch 1880; Bispham 2007; BNP; Cornell and Mathews 1982; de Ligt 2012; PECS; Salmon 1969; Sear 2006.,15.0,Inhabited area,"['Colonia', 'Municipium', 'Rights and privileges']","['Acropolis', 'Arch', 'Temple of Castor and Pollux', 'Temple of Hercules', 'Theatre', 'Walls']",6,POINT (12.91612 41.642797),766,,,,,1559.0,,True,71.0,"['scriba', 'scaenicus']",2.0,2.0,0.0,0.0,0.0,Cora (Italia (I Latium and Campania)),"['Education', 'Performing Arts']",2,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0],"[0.  0.  0.  0.  0.  0.  0.  0.  0.5 0.  0.  0.  0.  0.  0.5 0.  0.  0.
 0. ]",0.5,1,Education,"[ 0.          0.          0.          0.          0.          0.
  0.          0.         10.35572139  0.          0.          0.
  0.          0.         11.04244032  0.          0.          0.
  0.        ]",11.042440318302388,Performing Arts,2.0
766,Hanson2016_767,Cubulteria,Alvignano?,Italia (I Latium and Campania),Italy,3,44 F3,-400,,Beloch 1880; BNP; de Ligt 2012.,10.0,Unspecified,"['Municipium', 'Rights and privileges', 'Rights and privileges']",,0,POINT (14.33333 41.25),767,,,,,1000.0,,True,28.0,"['curator', 'scriba']",2.0,2.0,2.0,0.0,0.07142857142857142,Cubulteria (Italia (I Latium and Campania)),"['Managerial', 'Education']",2,[0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0],"[0.  0.  0.  0.  0.  0.  0.  0.  0.5 0.  0.  0.5 0.  0.  0.  0.  0.  0.
 0. ]",0.5,1,Education,"[ 0.          0.          0.          0.          0.          0.
  0.          0.         10.35572139  0.          0.          2.38294219
  0.          0.          0.          0.          0.          0.
  0.        ]",10.355721393034827,Education,2.0
767,Hanson2016_768,Cumae,Cumae,Italia (I Latium and Campania),Italy,3,44 F4,-750,,Beloch 1880; Benario 1981; Bispham 2007; Cornell and Mathews 1982; de Ligt 2012; DGRG; Golvin 1988; Hansen 2006; McEvedy 2011; Nelis-Clément and Roddaz 2008; PECS; Quinn and Wilson 2013; Salmon 1969; Sear 2006.,80.0,"Walls, but not acropolis","['Colonia', 'Municipium', 'Rights and privileges']","['Acropolis', 'Agora', 'Amphitheatre', 'Aqueduct', 'Aqueduct', 'Arch (Arco Felice)', 'Baths (Central)', 'Baths (Forum)', 'Capitolium', 'Cave of the Sybil', 'Circus', 'Temple', ""Temple ('of Jupiter')"", 'Temple of Apollo', 'Temple of Hera', 'Temple of Isis', 'Temple of Vespasian', 'Temple of Zeus', 'Theatre', 'Walls']",20,POINT (14.056078 40.847118),768,,,,,14596.0,,True,320.0,"['propola', 'ustor', 'ustor', 'curator', 'possessor', 'argentarius', 'dendrophorus', 'dendrophorus', 'dendrophorus', 'curator', 'redemptor', 'pomarius', 'scriba', 'unguentarius', 'medicus', 'curator']",16.0,11.0,8.0,2.0,0.025,Cumae (Italia (I Latium and Campania)),"['Retail', 'Death-care sector', 'Death-care sector', 'Managerial', 'Managerial', 'Metal-Working', 'Building', 'Building', 'Building', 'Managerial', 'Food-Production', 'Food-Retail', 'Education', 'Miscellaneous Services', 'Miscellaneous Services', 'Managerial']",9,[1 1 1 2 0 0 0 0 1 0 1 4 0 0 0 0 0 3 2],"[0.0625 0.0625 0.0625 0.125  0.     0.     0.     0.     0.0625 0.
 0.0625 0.25   0.     0.     0.     0.     0.     0.1875 0.125 ]",0.25,4,Managerial,"[  1.11429336   0.77092593   0.65373744 148.67857143   0.
   0.           0.           0.           1.29446517   0.
   5.91335227   1.19147109   0.           0.           0.
   0.           0.           2.50581862   0.94015357]",148.67857142857144,Death-care sector,6.7368421052631575
768,Hanson2016_769,Fabrateria Nova,S. Giovanni Incarico,Italia (I Latium and Campania),Italy,3,44 E2,-124,,Beloch 1880; BNP; Cornell and Mathews 1982; de Ligt 2012; DGRG; McEvedy 2011; PECS; Salmon 1969.,28.0,"Inhabited area, walls, and topography","['Colonia', 'Municipium?', 'Rights and privileges']","['Amphitheatre', 'Baths', 'Temple', 'Urban grid', 'Walls']",5,POINT (13.558926 41.502833),769,,,,,3590.0,,True,104.0,"['curator', 'faber', 'faber', 'negotiator iuvencario']",4.0,3.0,3.0,1.0,0.028846153846153848,Fabrateria Nova (Italia (I Latium and Campania)),"['Managerial', 'Unclassified', 'Unclassified', 'Retail']",3,[0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0],"[0.   0.25 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.25 0.   0.
 0.   0.5  0.   0.   0.  ]",0.5,2,Unclassified,"[0.         3.0837037  0.         0.         0.         0.
 0.         0.         0.         0.         0.         1.19147109
 0.         0.         0.         6.00721501 0.         0.
 0.        ]",6.007215007215008,Unclassified,2.6666666666666665
769,Hanson2016_770,Ferentinum,Ferentino,Italia (I Latium and Campania),Italy,3,44 D2,-400,,Beloch 1880; Beloch 1880; Bispham 2007; de Ligt 2012; PECS; Sear 2006.,10.0,Urban grid,"['Municipium', 'Rights and privileges']","['Acropolis', 'Amphitheatre', 'Basilica', 'Forum', 'Macellum', 'Macellum', 'Temple?', 'Theatre', 'Urban grid', 'Walls']",10,POINT (13.253358 41.692712),770,,,,,1000.0,,True,215.0,"['faber', 'faber', 'pecuarius', 'faber', 'faber', 'scriba']",6.0,3.0,9.0,0.0,0.04186046511627907,Ferentinum (Italia (I Latium and Campania)),"['Unclassified', 'Unclassified', 'Food-Production', 'Unclassified', 'Unclassified', 'Education']",3,[1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 4 0 0 0],"[0.16666667 0.         0.         0.         0.         0.
 0.         0.         0.16666667 0.         0.         0.
 0.         0.         0.         0.66666667 0.         0.
 0.        ]",0.6666666666666666,4,Unclassified,"[2.97144897 0.         0.         0.         0.         0.
 0.         0.         3.45190713 0.         0.         0.
 0.         0.         0.         8.00962001 0.         0.
 0.        ]",8.00962000962001,Unclassified,2.0
770,Hanson2016_771,Formiae,Formia,Italia (I Latium and Campania),Italy,3,44 E3,-400,,Beloch 1880; Bispham 2007; Boatwright 2000; de Ligt 2012; PECS; Quinn and Wilson 2013; Salmon 1969; Sear 2006.,20.0,Inhabited area,"['Colonia', 'Municipium', 'Rights and privileges', 'Rights and privileges']","['Amphitheatre', 'Aqueduct', 'Capitolium', 'Forum?', 'Temple', 'Theatre', 'Urban grid', 'Walls']",8,POINT (13.605914 41.256351),771,,,,,2290.0,,True,317.0,"['armamentarius', 'curator', 'scriba', 'redemptor', 'faber', 'curator', 'scriba', 'frumentarius', 'faber', 'faber', 'magnarius', 'ocularius', 'medicus', 'coronarius', 'architectus', 'poeta', 'scriptor', 'curator', 'scriba', 'faber']",20.0,13.0,25.0,1.0,0.07886435331230283,Formiae (Italia (I Latium and Campania)),"['Miscellaneous Services', 'Managerial', 'Education', 'Food-Production', 'Unclassified', 'Managerial', 'Education', 'Retail', 'Unclassified', 'Unclassified', 'Retail', 'Miscellaneous Services', 'Miscellaneous Services', 'Miscellaneous Services', 'Building', 'Performing Arts', 'Managerial', 'Managerial', 'Education', 'Unclassified']",8,[1 2 0 0 0 0 0 0 3 0 0 4 0 0 1 4 0 1 4],"[0.05 0.1  0.   0.   0.   0.   0.   0.   0.15 0.   0.   0.2  0.   0.
 0.05 0.2  0.   0.05 0.2 ]",0.2,4,Managerial,"[0.89143469 1.23348148 0.         0.         0.         0.
 0.         0.         3.10671642 0.         0.         0.95317687
 0.         0.         1.10424403 2.402886   0.         0.6682183
 1.50424571]",3.1067164179104476,Education,6.249999999999999
771,Hanson2016_772,Forum Popili (Italia (I Latium and Campania)),Unknown,Italia (I Latium and Campania),Italy,4 or 5,44 E3,-400,,Beloch 1880; de Ligt 2012; DGRG.,,,,['Amphitheatre?'],1,POINT (13.96687 41.17202),772,,,,,1000.0,,True,25.0,"['curator', 'curator', 'centonarius', 'scriptor']",4.0,3.0,2.0,1.0,0.08,Forum Popili (Italia (I Latium and Campania)) (Italia (I Latium and Campania)),"['Managerial', 'Managerial', 'Clothing', 'Managerial']",2,[0 0 0 0 0 0 0 0 0 0 0 3 1 0 0 0 0 0 0],"[0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.75 0.25 0.
 0.   0.   0.   0.   0.  ]",0.75,3,Managerial,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         3.57441328
 4.10552268 0.         0.         0.         0.         0.
 0.        ]",4.105522682445759,Clothing,1.6
773,Hanson2016_774,Fundi,Fondi,Italia (I Latium and Campania),Italy,3,44 D3,-400,,Beloch 1880; Bispham 2007; BNP; de Ligt 2012; DGRG; PECS.,14.0,Urban grid and walls,"['Colonia', 'Municipium?', 'Rights and privileges', 'Rights and privileges']","['Amphitheatre', 'Aqueduct', 'Baths', 'Forum', 'Macellum', 'Temple of Hercules', 'Urban grid', 'Walls', 'Walls']",9,POINT (13.426786 41.358806),774,,,,,1422.0,,True,169.0,"['faber', 'curator', 'pantomimus', 'pantomimus', 'faber', 'nauta', 'nauta', 'nauta', 'argentarius', 'mercator']",10.0,6.0,7.0,0.0,0.04142011834319527,Fundi (Italia (I Latium and Campania)),"['Unclassified', 'Managerial', 'Performing Arts', 'Performing Arts', 'Unclassified', 'Transport', 'Transport', 'Transport', 'Metal-Working', 'Retail']",6,[0 1 1 0 0 0 3 0 0 0 0 1 0 0 2 2 0 0 0],"[0.  0.1 0.1 0.  0.  0.  0.3 0.  0.  0.  0.  0.1 0.  0.  0.2 0.2 0.  0.
 0. ]",0.3,3,Transport,"[0.         1.23348148 1.0459799  0.         0.         0.
 8.08349515 0.         0.         0.         0.         0.47658844
 0.         0.         4.41697613 2.402886   0.         0.
 0.        ]",8.083495145631067,Transport,5.0
774,Hanson2016_775,Gabii,Castiglione,Italia (I Latium and Campania),Italy,2,43 C2,-600,,Beloch 1880; Bispham 2007; Boatwright 2000; de Ligt 2012; DGRG; PECS; Sear 2006.,15.0,Unspecified,['Municipium'],"['Aqueduct', 'Curia', 'Forum', 'Temple', 'Temple of Augustus', 'Temple of Juno Gabina?', 'Theatre-sanctuary', 'Urban grid', 'Walls']",9,POINT (12.715833 41.886944),775,,,,,1559.0,,True,95.0,"['negotiator sericarius', 'tabernarius', 'negotians', 'scaenicus', 'curator', 'dendrophorus', 'curator', 'negotiator sericarius']",8.0,6.0,2.0,0.0,0.021052631578947368,Gabii (Italia (I Latium and Campania)),"['Retail', 'Retail', 'Retail', 'Performing Arts', 'Managerial', 'Building', 'Managerial', 'Retail']",4,[0 4 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 1 0],"[0.    0.5   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.25
 0.    0.    0.125 0.    0.    0.125 0.   ]",0.5,4,Retail,"[0.         6.16740741 0.         0.         0.         0.
 0.         0.         0.         0.         0.         1.19147109
 0.         0.         2.76061008 0.         0.         1.67054575
 0.        ]",6.167407407407407,Retail,2.909090909090909
775,Hanson2016_776,Herculaneum,Ercolano,Italia (I Latium and Campania),Italy,3,44 F4,-600,79.0,Beloch 1880; Bispham 2007; de Ligt 2012; DGRG; McEvedy 2011; PECS; Quinn and Wilson 2013; Sear 2006.,20.0,Unspecified,['Municipium'],"['Arch', 'Arch', 'Basilica', 'Baths', 'Baths', 'Baths (Central)', 'Capitolium?', 'Palaestra', 'Shrine of Hercules', 'Temple of the imperial cult', 'Theatre', 'Unidentified public building', 'Urban grid', 'Walls']",14,POINT (14.347143 40.805855),776,73.0,73.0,73.0,7401.0,2290.0,3.2318777292576417,True,874.0,"['medicus', 'scriptor', 'plumbarius', 'navicularius', 'gladiator', 'nummularius', 'possessor', 'possessor', 'aerarius', 'aerarius', 'architectus', 'architectus', 'tector']",13.0,10.0,0.0,0.0,0.0,Herculaneum (Italia (I Latium and Campania)),"['Miscellaneous Services', 'Managerial', 'Metal-Working', 'Transport', 'Performing Arts', 'Finance', 'Managerial', 'Managerial', 'Metal-Working', 'Metal-Working', 'Building', 'Building', 'Building']",7,[0 0 3 0 0 0 1 0 0 0 0 3 0 0 1 0 1 3 1],"[0.         0.         0.23076923 0.         0.         0.
 0.07692308 0.         0.         0.         0.         0.23076923
 0.         0.         0.07692308 0.         0.07692308 0.23076923
 0.07692308]",0.23076923076923078,3,Metal-Working,"[0.         0.         2.41379977 0.         0.         0.
 2.07269106 0.         0.         0.         0.         1.09981947
 0.         0.         1.69883697 0.         3.83509903 3.08408445
 0.57855604]",3.8350990327038237,Finance,5.451612903225806
776,Hanson2016_777,Interamna Lirenas,Pignataro Interamna,Italia (I Latium and Campania),Italy,3,44 E3,-400,,Beloch 1880; Bispham 2007; BNP; Cornell and Mathews 1982; de Ligt 2012; Salmon 1969.,27.0,Inhabited area,"['Colonia', 'Municipium', 'Rights and privileges']","['Aqueduct', 'Baths', 'Bridge', 'Forum', 'Temple', 'Urban grid?']",6,POINT (13.787852 41.438332),777,,,,,3420.0,,True,134.0,"['faber', 'pistor', 'colorator']",3.0,3.0,4.0,0.0,0.029850746268656716,Interamna Lirenas (Italia (I Latium and Campania)),"['Unclassified', 'Food-Production', 'Clothing']",3,[1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0],"[0.33333333 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.33333333 0.         0.         0.33333333 0.         0.
 0.        ]",0.3333333333333333,1,Food-Production,"[5.94289793 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 5.47403024 0.         0.         4.00481    0.         0.
 0.        ]",5.942897930049964,Food-Production,3.0
777,Hanson2016_778,Labicum,Monte Compatri,Italia (I Latium and Campania),Italy,4 or 5,43 C2,-500,,Bispham 2007; BNP; Cornell and Mathews 1982; Salmon 1969.,,,"['Colonia', 'Colonia', 'Municipium', 'Rights and privileges']",,0,POINT (12.736409 41.80752),778,,,,,1000.0,,True,21.0,['curator'],1.0,1.0,0.0,0.0,0.0,Labicum (Italia (I Latium and Campania)),['Managerial'],1,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],1.0,1,Managerial,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         4.76588437
 0.         0.         0.         0.         0.         0.
 0.        ]",4.76588437321122,Managerial,1.0
778,Hanson2016_779,Lanuvium,Lanuvio,Italia (I Latium and Campania),Italy,2,43 C3,-400,,Beloch 1880; Bispham 2007; Boatwright 2000; de Ligt 2012; DGRG; PECS; Sear 2006.,,,"['Municipium', 'Rights and privileges']","['Acropolis', 'Amphitheatre', 'Temple', 'Temple of Hercules?', 'Temple of Juno', 'Temple of Jupiter', 'Theatre', 'Walls']",8,POINT (12.69758 41.674696),779,,,,,1000.0,,True,295.0,"['lotorus', 'imaginarius', 'scriba', 'redemptor', 'curator', 'scriba', 'scriba', 'pantomimus', 'parasitus', 'curator', 'navalis', 'gladiator', 'curator', 'pomarius', 'negotiator', 'aerarius']",16.0,12.0,1.0,0.0,0.003389830508474576,Lanuvium (Italia (I Latium and Campania)),"['Clothing', 'Plastic Arts', 'Education', 'Food-Production', 'Managerial', 'Education', 'Education', 'Performing Arts', 'Performing Arts', 'Managerial', 'Transport', 'Performing Arts', 'Managerial', 'Food-Retail', 'Retail', 'Metal-Working']",10,[1 1 1 0 0 0 1 1 3 0 1 3 1 0 3 0 0 0 0],"[0.0625 0.0625 0.0625 0.     0.     0.     0.0625 0.0625 0.1875 0.
 0.0625 0.1875 0.0625 0.     0.1875 0.     0.     0.     0.    ]",0.1875,3,Education,"[1.11429336 0.77092593 0.65373744 0.         0.         0.
 1.68406149 4.03391473 3.88339552 0.         5.91335227 0.89360332
 1.02638067 0.         4.14091512 0.         0.         0.
 0.        ]",5.9133522727272725,Food-Retail,7.529411764705882
